1.36271064194806e-12,2.24657782916174e-12
1.36494326584743e-12,2.25660353249485e-12
1.36718307180902e-12,2.26665992370785e-12
1.36943009202841e-12,2.27674697538401e-12
1.37168435871683e-12,2.28686465852948e-12
1.3739459040956e-12,2.29701294255883e-12
1.37621476039063e-12,2.30719179528066e-12
1.3784909598266e-12,2.31740118288353e-12
1.38077453462109e-12,2.3276410699219e-12
1.38306551697853e-12,2.33791141930235e-12
1.38536393908398e-12,2.34821219226998e-12
1.3876698330968e-12,2.358543348395e-12
1.38998323114409e-12,2.3689048455595e-12
1.3923041653141e-12,2.37929663994451e-12
1.3946326676494e-12,2.38971868601719e-12
1.39696877013987e-12,2.40017093651831e-12
1.39931250471569e-12,2.41065334245e-12
1.40166390324e-12,2.42116585306367e-12
1.40402299750153e-12,2.43170841584821e-12
1.40638981920704e-12,2.44228097651854e-12
1.40876439997363e-12,2.45288347900431e-12
1.41114677132086e-12,2.46351586543893e-12
1.41353696466278e-12,2.47417807614896e-12
1.41593501129979e-12,2.48487004964369e-12
1.41834094241033e-12,2.49559172260506e-12
1.42075478904245e-12,2.50634302987797e-12
1.42317658210528e-12,2.51712390446084e-12
1.42560635236026e-12,2.52793427749648e-12
1.42804413041234e-12,2.53877407826339e-12
1.43048994670092e-12,2.54964323416735e-12
1.43294383149076e-12,2.56054167073337e-12
1.43540581486272e-12,2.57146931159802e-12
1.43787592670431e-12,2.58242607850216e-12
1.4403541967002e-12,2.59341189128401e-12
1.44284065432252e-12,2.60442666787262e-12
1.44533532882105e-12,2.6154703242818e-12
1.44783824921332e-12,2.62654277460434e-12
1.45034944427453e-12,2.63764393100682e-12
1.45286894252738e-12,2.64877370372466e-12
1.45539677223174e-12,2.65993200105775e-12
1.45793296137425e-12,2.67111872936644e-12
1.46047753765776e-12,2.682333793068e-12
1.46303052849067e-12,2.69357709463364e-12
1.46559196097612e-12,2.70484853458576e-12
1.46816186190116e-12,2.71614801149594e-12
1.47074025772569e-12,2.72747542198326e-12
1.47332717457136e-12,2.73883066071319e-12
1.47592263821037e-12,2.75021362039686e-12
1.47852667405415e-12,2.76162419179101e-12
1.48113930714191e-12,2.77306226369835e-12
1.48376056212914e-12,2.78452772296842e-12
1.48639046327601e-12,2.79602045449909e-12
1.48902903443562e-12,2.80754034123849e-12
1.49167629904225e-12,2.81908726418759e-12
1.49433228009943e-12,2.8306611024032e-12
1.49699700016804e-12,2.84226173300174e-12
1.49967048135416e-12,2.85388903116333e-12
1.50235274529704e-12,2.86554287013665e-12
1.50504381315683e-12,2.87722312124432e-12
1.50774370560235e-12,2.88892965388887e-12
1.51045244279872e-12,2.90066233555928e-12
1.51317004439498e-12,2.91242103183821e-12
1.51589652951157e-12,2.92420560640976e-12
1.51863191672789e-12,2.93601592106789e-12
1.52137622406961e-12,2.94785183572547e-12
1.52412946899613e-12,2.95971320842391e-12
1.52689166838784e-12,2.97159989534352e-12
1.52966283853344e-12,2.98351175081449e-12
1.53244299511711e-12,2.99544862732839e-12
1.53523215320579e-12,3.00741037555056e-12
1.5380303272363e-12,3.019396844333e-12
1.54083753100244e-12,3.03140788072794e-12
1.54365377764219e-12,3.04344333000213e-12
1.54647907962471e-12,3.05550303565186e-12
1.54931344873747e-12,3.06758683941849e-12
1.55215689607329e-12,3.0796945813049e-12
1.5550094320174e-12,3.09182609959246e-12
1.55787106623445e-12,3.10398123085876e-12
1.56074180765559e-12,3.11615980999607e-12
